word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
162,162,num:pl:nom:m3:congr,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
1118,1118,num:pl:nom:m3:rec,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
17,17,adj:sg:gen:m3:pos,space,disamb
grudnia,grudzień,subst:sg:gen:m3,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,none,new
emeryturach,emerytura,subst:pl:loc:f,space,disamb
i,i,conj,space,disamb
rentach,renta,subst:pl:loc:f,space,disamb
z,z,prep:gen:nwok,space,disamb
Funduszu,fundusz,subst:sg:gen:m3,space,disamb
Ubezpieczeń,ubezpieczenie,subst:pl:gen:n,none,disamb
Społecznych,społeczny,adj:pl:gen:n:pos,space,disamb
Dział,dział,subst:sg:nom:m3,none,new
I,I,adj:sg:nom:m3:pos,space,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
ogólne,ogólny,adj:pl:nom:m3:pos,space,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
1,1,adj:sg:nom:m3:pos,space,disamb
Zakres,zakres,subst:sg:nom:m3,none,new
podmiotowy,podmiotowy,adj:sg:nom:m3:pos,space,disamb
i,i,conj,space,disamb
przedmiotowy,przedmiotowy,adj:sg:nom:m3:pos,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Ustawa,ustawa,subst:sg:nom:f,newline,new
określa,określać,fin:sg:ter:imperf,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
warunki,warunek,subst:pl:acc:m3,space,disamb
nabywania,nabywać,ger:sg:gen:n:imperf:aff,space,disamb
prawa,prawo,subst:sg:gen:n,space,disamb
do,do,prep:gen,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
pieniężnych,pieniężny,adj:pl:gen:n:pos,space,disamb
z,z,prep:gen:nwok,space,disamb
ubezpieczeń,ubezpieczenie,subst:pl:gen:n,space,disamb
emerytalnego,emerytalny,adj:sg:gen:m3:pos,none,new
i,i,conj,space,disamb
rentowych,rentowy,adj:pl:gen:m3:pos,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
ustalania,ustalać,ger:sg:gen:n:imperf:aff,space,disamb
wysokości,wysokość,subst:sg:gen:f,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
",",",",interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
i,i,conj,space,disamb
tryb,tryb,subst:sg:nom:m3,space,disamb
przyznawania,przyznawać,ger:sg:gen:n:imperf:aff,space,disamb
oraz,oraz,conj,space,disamb
wypłaty,wypłata,subst:sg:gen:f,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Warunki,warunki,subst:pl:nom:n,newline,new
nabywania,nabywać,ger:sg:gen:n:imperf:aff,space,disamb
prawa,prawo,subst:sg:gen:n,space,disamb
do,do,prep:gen,space,disamb
emerytury,emerytura,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
rent,renta,subst:pl:gen:f,space,disamb
oraz,oraz,conj,space,disamb
innych,inny,adj:pl:gen:n:pos,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
przysługujących,przysługiwać,pact:pl:gen:m1:imperf:aff,none,new
z,z,prep:gen:nwok,space,disamb
tytułu,tytuł,subst:sg:gen:m3,space,disamb
pobierania,pobierać,ger:sg:gen:n:imperf:aff,space,disamb
emerytury,emerytura,subst:sg:gen:f,space,disamb
lub,lub,conj,space,disamb
renty,renta,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
a,a,conj,space,disamb
także,także,conj,space,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
ustalania,ustalać,ger:sg:gen:n:imperf:aff,none,new
wysokości,wysokość,subst:sg:gen:f,space,disamb
tych,ten,adj:pl:gen:n:pos,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
dla,dla,prep:gen,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:f:pos,none,new
),),interp,none,disamb
żołnierzy,żołnierz,subst:pl:gen:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:m1:pos,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
funkcjonariuszy,funkcjonariusz,subst:pl:gen:m1,space,disamb
Policji,policja,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
Urzędu,urząd,subst:sg:gen:m3,space,disamb
Ochrony,ochrona,subst:sg:gen:f,space,disamb
Państwa,państwo,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
Straży,straż,subst:sg:gen:f,space,disamb
Granicznej,graniczny,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
Służby,służba,subst:sg:gen:f,none,new
Więziennej,więzienny,adj:sg:gen:f:pos,space,disamb
i,i,conj,space,disamb
Państwowej,państwowy,adj:sg:gen:f:pos,space,disamb
Straży,straż,subst:sg:gen:f,space,disamb
Pożarnej,pożarny,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
którzy,który,adj:pl:nom:m1:pos,none,new
w,w,prep:loc:nwok,space,disamb
dniu,dzień,subst:sg:loc:m3,space,disamb
wejścia,wejść,ger:sg:gen:n:perf:aff,space,disamb
w,w,prep:acc:nwok,space,disamb
życie,życie,subst:sg:acc:n,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
pozostawali,pozostawać,praet:pl:m1:imperf,space,disamb
w,w,prep:loc:nwok,space,disamb
służbie,służba,subst:sg:loc:f,space,disamb
oraz,oraz,conj,space,disamb
dla,dla,prep:gen,space,disamb
członków,członek,subst:pl:acc:m1,none,new
ich,on,ppron3:pl:gen:m1:ter:akc:npraep,space,disamb
rodzin,rodzina,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
określają,określać,fin:pl:ter:imperf,space,disamb
przepisy,przepis,subst:pl:acc:m3,space,disamb
o,o,prep:loc,space,disamb
zaopatrzeniu,zaopatrzenie,subst:sg:loc:n,space,disamb
emerytalnym,emerytalny,adj:sg:loc:n:pos,space,disamb
tych,ten,adj:pl:gen:m3:pos,space,disamb
osób,osoba,subst:pl:gen:f,none,new
.,.,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Świadczenia,świadczenie,subst:pl:nom:n,newline,new
na,na,prep:loc,space,disamb
warunkach,warunki,subst:pl:loc:n,space,disamb
i,i,conj,space,disamb
w,w,prep:loc:nwok,space,disamb
wysokości,wysokość,subst:sg:loc:f,space,disamb
określonych,określić,ppas:pl:loc:n:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
ustawie,ustawa,subst:sg:loc:f,space,disamb
przysługują,przysługiwać,fin:pl:ter:imperf,space,disamb
jednak,jednak,conj,none,new
osobom,osoba,subst:pl:dat:f,space,disamb
wymienionym,wymienić,ppas:pl:dat:f:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:loc:m3:pos,space,disamb
",",",",interp,none,disamb
jeżeli,jeżeli,comp,space,disamb
nie,nie,qub,space,disamb
spełniają,spełniać,fin:pl:ter:imperf,space,disamb
one,on,ppron3:pl:nom:f:ter:akc:npraep,space,disamb
warunków,warunek,subst:pl:gen:m3,space,disamb
nabywania,nabywać,ger:sg:gen:n:imperf:aff,none,new
prawa,prawo,subst:sg:gen:n,space,disamb
do,do,prep:gen,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
określonych,określić,ppas:pl:gen:n:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
przepisach,przepis,subst:pl:loc:m3,space,disamb
o,o,prep:loc,none,disamb
zaopatrzeniu,zaopatrzenie,subst:sg:loc:n,space,disamb
emerytalnym,emerytalny,adj:sg:inst:m3:pos,none,new
tych,ten,adj:pl:gen:f:pos,space,disamb
osób,osoba,subst:pl:gen:f,space,disamb
.,.,interp,none,disamb
4,4,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Warunki,warunki,subst:pl:nom:n,newline,new
nabywania,nabywać,ger:sg:gen:n:imperf:aff,space,disamb
prawa,prawo,subst:sg:gen:n,space,disamb
do,do,prep:gen,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
pieniężnych,pieniężny,adj:pl:gen:n:pos,space,disamb
przysługujących,przysługiwać,pact:pl:gen:n:imperf:aff,space,disamb
z,z,prep:gen:nwok,space,disamb
ubezpieczenia,ubezpieczenie,subst:pl:acc:n,none,new
z,z,prep:gen:nwok,space,disamb
tytułu,tytuł,subst:sg:gen:m3,space,disamb
wypadku,wypadek,subst:sg:gen:m3,space,disamb
przy,przy,prep:loc,space,disamb
pracy,praca,subst:sg:loc:f,space,disamb
lub,lub,conj,space,disamb
choroby,choroba,subst:sg:gen:f,space,disamb
zawodowej,zawodowy,adj:sg:gen:f:pos,space,disamb
oraz,oraz,conj,space,disamb
wysokość,wysokość,subst:sg:acc:f,none,new
tych,ten,adj:pl:gen:n:pos,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
określają,określać,fin:pl:ter:imperf,space,disamb
odrębne,odrębny,adj:pl:nom:m3:pos,space,disamb
przepisy,przepis,subst:pl:nom:m3,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
2,2,adj:sg:nom:m3:pos,none,disamb
.,.,interp,none,disamb
Świadczenia,świadczenie,subst:pl:nom:n,none,new
na,na,prep:loc,space,disamb
warunkach,warunki,subst:pl:loc:n,space,disamb
i,i,conj,space,disamb
w,w,prep:loc:nwok,space,disamb
wysokości,wysokość,subst:sg:loc:f,space,disamb
określonych,określić,ppas:pl:loc:n:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
ustawie,ustawa,subst:sg:loc:f,space,disamb
przysługują,przysługiwać,fin:pl:ter:imperf,space,disamb
:,:,interp,space,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
ubezpieczonym,ubezpieczony,subst:pl:dat:m1,space,disamb
"""","""",interp,space,disamb
w,w,prep:loc:nwok,space,disamb
razie,raz,subst:sg:loc:m3,space,disamb
spełnienia,spełnić,ger:sg:gen:n:perf:aff,space,disamb
warunków,warunki,subst:pl:gen:n,space,disamb
nabywania,nabywać,ger:sg:gen:n:imperf:aff,space,disamb
prawa,prawo,subst:sg:gen:n,space,disamb
do,do,prep:gen,space,disamb
świadczeń,świadczenie,subst:pl:gen:n,space,disamb
pieniężnych,pieniężny,adj:pl:gen:n:pos,none,new
z,z,prep:gen:nwok,space,disamb
ubezpieczeń,ubezpieczenie,subst:pl:gen:n,space,disamb
emerytalnego,emerytalny,adj:sg:gen:m3:pos,space,disamb
i,i,conj,space,disamb
rentowych,rentowy,adj:pl:gen:n:pos,space,disamb
Funduszu,fundusz,subst:sg:gen:m3,space,disamb
Ubezpieczeń,ubezpieczenie,subst:pl:gen:n,space,disamb
Społecznych,społeczny,adj:pl:gen:n:pos,none,new
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
członkom,członek,subst:pl:dat:m1,space,disamb
rodziny,rodzina,subst:sg:gen:f,space,disamb
