word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
106,106,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
668,668,num:pl:nom:m3:rec,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
24,24,adj:sg:gen:m3:pos,space,disamb
lipca,lipiec,subst:sg:gen:m3,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,none,new
zmianie,zmiana,subst:sg:loc:f,space,disamb
niektórych,niektóry,adj:pl:gen:f:pos,space,disamb
ustaw,ustawa,subst:pl:gen:f,space,disamb
określających,określać,pact:pl:gen:f:imperf:aff,space,disamb
kompetencje,kompetencja,subst:pl:acc:f,space,disamb
organów,organ,subst:pl:gen:m3,space,disamb
administracji,administracja,subst:sg:gen:f,space,disamb
publicznej,publiczny,adj:sg:gen:f:pos,none,new
-,-,interp,space,disamb
w,w,prep:loc:nwok,space,disamb
związku,związek,subst:sg:loc:m3,space,disamb
z,z,prep:inst:nwok,space,disamb
reformą,reforma,subst:sg:inst:f,space,disamb
ustrojową,ustrojowy,adj:sg:inst:f:pos,space,disamb
państwa,państwo,subst:sg:gen:n,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
W,w,prep:loc:nwok,none,new
ustawie,ustawa,subst:sg:loc:f,space,disamb
z,z,prep:gen:nwok,space,disamb
dnia,dzień,subst:sg:gen:m3,space,disamb
24,24,adj:sg:gen:m3:pos,space,disamb
marca,marzec,subst:sg:gen:m3,space,disamb
1920,1920,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,space,disamb
nabywaniu,nabywać,ger:sg:loc:n:imperf:aff,space,disamb
nieruchomości,nieruchomość,subst:pl:gen:f,space,disamb
przez,przez,prep:acc:nwok,space,disamb
cudzoziemców,cudzoziemiec,subst:pl:acc:m1,none,new
(,(,interp,space,disamb
Dz,dziennik,brev:pun,none,disamb
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1996,1996,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
54,54,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
245,245,adj:sg:loc:m3:pos,space,disamb
i,i,conj,space,disamb
z,z,prep:gen:nwok,space,disamb
1997,1997,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
140,140,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
939,939,adj:sg:nom:f:pos,space,disamb
),),interp,none,disamb
wprowadza,wprowadzać,fin:sg:ter:imperf,none,new
się,się,qub,space,disamb
następujące,następujący,adj:pl:acc:f:pos,space,disamb
zmiany,zmiana,subst:pl:acc:f,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
w,w,prep:loc:nwok,space,disamb
art,artykuł,brev:pun,space,disamb
.,.,interp,none,disamb
6,6,adj:sg:loc:m3:pos,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:m3:pos,space,disamb
otrzymuje,otrzymywać,fin:sg:ter:imperf,space,disamb
brzmienie,brzmienie,subst:sg:acc:n,space,disamb
:,:,interp,none,disamb
"""","""",interp,none,new
2,2,adj:sg:nom:n:pos,none,disamb
.,.,interp,none,disamb
W,w,prep:loc:nwok,newline,new
razie,raz,subst:sg:loc:m3,space,disamb
nabycia,nabyć,ger:sg:gen:n:perf:aff,space,disamb
nieruchomości,nieruchomość,subst:sg:gen:f,space,disamb
wbrew,wbrew,prep:dat,space,disamb
przepisom,przepis,subst:pl:dat:m3,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
o,o,prep:acc,space,disamb
nieważności,nieważność,subst:pl:acc:f,none,new
nabycia,nabyć,ger:sg:gen:n:perf:aff,space,disamb
orzeka,orzekać,fin:sg:ter:imperf,space,disamb
sąd,sąd,subst:sg:nom:m3,space,disamb
także,także,qub,space,disamb
na,na,prep:acc,space,disamb
żądanie,żądanie,subst:sg:acc:n,space,disamb
",",",",interp,none,disamb
właściwego,właściwy,adj:sg:gen:n:pos,space,disamb
ze,z,prep:gen:wok,space,disamb
względu,wzgląd,subst:sg:gen:m3,space,disamb
na,na,prep:acc,none,new
miejsce,miejsce,subst:sg:acc:n,space,disamb
położenia,położenie,subst:sg:gen:n,space,disamb
nieruchomości,nieruchomość,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
przewodniczącego,przewodniczyć,pact:sg:gen:m3:imperf:aff,space,disamb
zarządu,zarząd,subst:sg:gen:m3,space,disamb
jednostki,jednostka,subst:sg:gen:f,space,disamb
samorządu,samorząd,subst:sg:gen:m3,none,new
terytorialnego,terytorialny,adj:sg:gen:m3:pos,space,disamb
lub,lub,conj,space,disamb
wojewody,wojewoda,subst:sg:gen:m1,space,disamb
albo,albo,conj,space,disamb
na,na,prep:acc,space,disamb
żądanie,żądanie,subst:sg:acc:n,space,disamb
ministra,minister,subst:sg:gen:m1,space,disamb
właści,właść,subst:sg:gen:f,space,disamb
wego,wego,subst:sg:nom:n,none,new
do,do,prep:gen,space,disamb
spraw,sprawa,subst:pl:gen:f,space,disamb
wewnętrznych,wewnętrzny,adj:pl:gen:f:pos,space,disamb
.,.,interp,none,disamb
"""","""",interp,none,disamb
;,;,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
w,w,prep:loc:nwok,space,disamb
art,artykuł,brev:pun,space,disamb
.,.,interp,none,disamb
8,8,adj:sg:loc:m3:pos,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
4,4,adj:sg:nom:m3:pos,space,disamb
i,i,conj,space,disamb
5,5,adj:sg:loc:m3:pos,space,disamb
otrzymują,otrzymywać,fin:pl:ter:imperf,space,disamb
brzmienie,brzmienie,subst:sg:acc:n,space,disamb
:,:,interp,none,disamb
"""","""",interp,none,new
4,4,adj:sg:nom:n:pos,none,disamb
.,.,interp,none,disamb
Minister,minister,subst:sg:nom:m1,newline,new
właściwy,właściwy,adj:sg:nom:m1:pos,space,disamb
do,do,prep:gen,space,disamb
spraw,sprawa,subst:pl:gen:f,space,disamb
wewnętrznych,wewnętrzny,adj:pl:gen:f:pos,space,disamb
prowadzi,prowadzić,fin:sg:ter:imperf,space,disamb
rejestr,rejestr,subst:sg:acc:m3,space,disamb
nieruchomości,nieruchomość,subst:pl:nom:f,none,new
",",",",interp,none,disamb
udziałów,udział,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
akcji,akcja,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
nabytych,nabyć,ppas:pl:gen:m3:perf:aff,space,disamb
lub,lub,conj,space,disamb
objętych,objąć,ppas:pl:gen:m3:perf:aff,space,disamb
przez,przez,prep:acc:nwok,space,disamb
cudzoziemców,cudzoziemiec,subst:pl:acc:m1,none,new
bez,bez,prep:gen:nwok,space,disamb
zezwolenia,zezwolenie,subst:sg:gen:n,space,disamb
w,w,prep:loc:nwok,space,disamb
przypadkach,przypadek,subst:pl:loc:m3,space,disamb
określonych,określić,ppas:pl:loc:m3:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
art,artykuł,brev:pun,space,disamb
.,.,interp,none,disamb
8,8,adj:sg:loc:m3:pos,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
oraz,oraz,conj,none,new
rejestr,rejestr,subst:sg:nom:m3,space,disamb
nieruchomości,nieruchomość,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
udziałów,udział,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
akcji,akcja,subst:pl:gen:f,space,disamb
nabytych,nabyć,ppas:pl:gen:f:perf:aff,space,disamb
lub,lub,conj,space,disamb
objętych,objąć,ppas:pl:gen:f:perf:aff,space,disamb
przez,przez,prep:acc:nwok,none,new
cudzoziemców,cudzoziemiec,subst:pl:acc:m1,space,disamb
na,na,prep:loc,space,disamb
podstawie,podstawa,subst:sg:loc:f,space,disamb
wymaganych,wymagać,ppas:pl:gen:n:imperf:aff,space,disamb
zezwoleń,zezwolenie,subst:pl:gen:n,space,disamb
",",",",interp,none,disamb
o,o,prep:loc,space,disamb
których,który,adj:pl:loc:n:pos,space,disamb
mowa,mowa,subst:sg:nom:f,space,disamb
w,w,prep:loc:nwok,space,disamb
art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:gen:m3:pos,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
oraz,oraz,conj,space,disamb
w,w,prep:loc:nwok,space,disamb
art,artykuł,brev:pun,space,disamb
.,.,interp,none,disamb
3e,3e,subst:sg:nom:n,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
i,i,conj,space,disamb
3,3,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
5,5,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Rada,rada,subst:sg:nom:f,newline,new
Ministrów,minister,subst:pl:gen:m1,space,disamb
określi,określić,fin:sg:ter:perf,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
drodze,droga,subst:sg:loc:f,space,disamb
rozporządzenia,rozporządzenie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
tryb,tryb,subst:sg:acc:m3,space,disamb
postępowania,postępowanie,subst:sg:gen:n,space,disamb
i,i,conj,space,disamb
szczegółowe,szczegółowy,adj:pl:acc:f:pos,none,new
zasady,zasada,subst:pl:acc:f,space,disamb
prowadzenia,prowadzić,ger:sg:gen:n:imperf:aff,space,disamb
rejestrów,rejestr,subst:pl:gen:m3,space,disamb
",",",",interp,none,disamb
o,o,prep:loc,space,disamb
których,który,adj:pl:loc:m3:pos,space,disamb
mowa,mowa,subst:sg:nom:f,space,disamb
w,w,prep:loc:nwok,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
4,4,adj:sg:loc:m3:pos,space,disamb
.,.,interp,none,disamb
"""","""",interp,none,disamb
;,;,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
dodaje,dodawać,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
art,artykuł,brev:pun,space,disamb
.,.,interp,none,disamb
8a,8a,subst:sg:nom:n,space,disamb
w,w,prep:loc:nwok,space,disamb
brzmieniu,brzmienie,subst:sg:loc:n,space,disamb
:,:,interp,none,disamb
"""","""",interp,none,new
Art,artykuł,brev:pun,none,disamb
.,.,interp,none,disamb
8a,8a,subst:sg:nom:n,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,newline,new
.,.,interp,none,disamb
Notariusz,notariusz,subst:sg:nom:m1,newline,new
przesyła,przesyłać,fin:sg:ter:imperf,space,disamb
ministrowi,minister,subst:sg:dat:m1,space,disamb
właściwemu,właściwy,adj:sg:dat:m1:pos,space,disamb
do,do,prep:gen,space,disamb
spraw,sprawa,subst:pl:gen:f,space,disamb
wewnętrznych,wewnętrzny,adj:pl:gen:f:pos,none,new
w,w,prep:loc:nwok,space,disamb
