word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
2001,2001,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
110,110,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
1188,1188,num:pl:nom:m3:rec,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
21,21,adj:sg:gen:m3:pos,space,disamb
czerwca,czerwiec,subst:sg:gen:m3,space,disamb
2001,2001,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,none,new
ochronie,ochrona,subst:sg:loc:f,space,disamb
przed,przed,prep:inst:nwok,space,disamb
nadmiernym,nadmierny,adj:sg:inst:m3:pos,space,disamb
przywozem,przywóz,subst:sg:inst:m3,space,disamb
na,na,prep:acc,space,disamb
polski,polski,adj:sg:acc:m3:pos,space,disamb
obszar,obszar,subst:sg:acc:m3,space,disamb
celny,celny,adj:sg:acc:m3:pos,space,disamb
niektórych,niektóry,adj:pl:gen:m3:pos,none,new
towarów,towar,subst:pl:gen:m3,space,disamb
tekstylnych,tekstylny,adj:pl:gen:m3:pos,space,disamb
i,i,conj,space,disamb
odzieżowych,odzieżowy,adj:pl:gen:m3:pos,space,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
1,1,adj:sg:nom:m3:pos,none,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
ogólne,ogólny,adj:pl:nom:m3:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Ustawa,ustawa,subst:sg:nom:f,newline,new
określa,określać,fin:sg:ter:imperf,space,disamb
środki,środek,subst:pl:acc:m3,space,disamb
ochronne,ochronny,adj:pl:acc:m3:pos,space,disamb
przed,przed,prep:inst:nwok,space,disamb
nadmiernym,nadmierny,adj:sg:inst:m3:pos,space,disamb
przywozem,przywóz,subst:sg:inst:m3,space,disamb
na,na,prep:acc,space,disamb
polski,polski,adj:sg:nom:m3:pos,none,new
obszar,obszar,subst:sg:nom:m3,space,disamb
celny,celny,adj:sg:nom:m3:pos,space,disamb
niektórych,niektóry,adj:pl:gen:m3:pos,space,disamb
towarów,towar,subst:pl:gen:m3,space,disamb
tekstylnych,tekstylny,adj:pl:gen:m3:pos,space,disamb
i,i,conj,space,disamb
odzieżowych,odzieżowy,adj:pl:gen:m3:pos,space,disamb
",",",",interp,none,disamb
zwane,zwać,ppas:pl:acc:m3:imperf:aff,none,new
dalej,daleko,adv:com,space,disamb
"""","""",interp,space,disamb
środkami,środek,subst:pl:inst:m3,none,disamb
ochronnymi,ochronny,adj:pl:inst:m3:pos,space,disamb
"""","""",interp,none,disamb
",",",",interp,none,disamb
oraz,oraz,conj,space,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
i,i,conj,space,disamb
tryb,tryb,subst:sg:acc:m3,space,disamb
postępowania,postępowanie,subst:sg:gen:n,space,disamb
w,w,prep:loc:nwok,none,new
sprawie,sprawa,subst:sg:loc:f,space,disamb
stosowania,stosować,ger:sg:gen:n:imperf:aff,space,disamb
tych,ten,adj:pl:gen:m3:pos,space,disamb
środków,środek,subst:pl:gen:m3,space,disamb
",",",",interp,none,disamb
zwany,zwać,ppas:sg:nom:m3:imperf:aff,space,disamb
dalej,daleko,adv:com,space,disamb
"""","""",interp,space,disamb
postępowaniem,postępowanie,subst:sg:inst:n,none,disamb
ochronnym,ochronny,adj:sg:inst:n:pos,none,new
"""","""",interp,none,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Przepisy,przepis,subst:pl:acc:m3,newline,new
ustawy,ustawa,subst:sg:gen:f,space,disamb
stosuje,stosować,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
do,do,prep:gen,space,disamb
towarów,towar,subst:pl:gen:m3,space,disamb
tekstylnych,tekstylny,adj:pl:gen:m3:pos,space,disamb
i,i,conj,space,disamb
odzieżowych,odzieżowy,adj:pl:gen:m3:pos,space,disamb
objętych,objąć,ppas:pl:gen:f:perf:aff,none,new
listą,lista,subst:sg:inst:f,space,disamb
stanowiącą,stanowić,pact:sg:inst:f:imperf:aff,space,disamb
Załącznik,załącznik,subst:sg:acc:m3,space,disamb
nr,numer,brev:npun,space,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
do,do,prep:gen,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
.,.,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Rada,rada,subst:sg:nom:f,newline,new
Ministrów,minister,subst:pl:gen:m1,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
drodze,droga,subst:sg:loc:f,space,disamb
rozporządzenia,rozporządzenie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
będzie,być,bedzie:sg:ter:imperf,space,disamb
ogłaszać,ogłaszać,inf:imperf,space,disamb
listy,list,subst:pl:acc:m3,space,disamb
towarów,towar,subst:pl:gen:m3,none,new
tekstylnych,tekstylny,adj:pl:gen:m3:pos,space,disamb
i,i,conj,space,disamb
odzieżowych,odzieżowy,adj:pl:gen:m3:pos,space,disamb
wyłączonych,wyłączyć,ppas:pl:gen:m3:perf:aff,space,disamb
spod,spod,prep:gen:nwok,space,disamb
działania,działać,ger:sg:gen:n:imperf:aff,space,disamb
ustawy,ustawa,subst:sg:gen:f,none,new
",",",",interp,none,disamb
mając,mieć,pcon:imperf,space,disamb
na,na,prep:loc,space,disamb
względzie,wzgląd,subst:sg:loc:m3,space,disamb
wykonanie,wykonać,ger:sg:acc:n:perf:aff,space,disamb
zobowiązań,zobowiązanie,subst:pl:gen:n,space,disamb
podjętych,podjąć,ppas:pl:gen:n:perf:aff,space,disamb
przez,przez,prep:acc:nwok,space,disamb
Rzeczpospolitą,Rzeczpospolita,subst:sg:acc:f,none,new
Polską,Polska,subst:sg:inst:f,space,disamb
w,w,prep:loc:nwok,space,disamb
ramach,ramy,subst:pl:loc:n,space,disamb
Porozumienia,porozumienie,subst:sg:gen:n,space,disamb
w,w,prep:loc:nwok,space,disamb
sprawie,sprawa,subst:sg:loc:f,space,disamb
tekstyliów,tekstylia,subst:pl:gen:n,space,disamb
i,i,conj,space,disamb
odzieży,odzież,subst:sg:gen:f,none,new
(,(,interp,space,disamb
Dz,dziennik,brev:pun,none,disamb
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1996,1996,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
9,9,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
54,54,num:pl:nom:f:congr,space,disamb
),),interp,none,disamb
",",",",interp,none,disamb
zwanego,zwać,ppas:sg:gen:m3:imperf:aff,space,disamb
dalej,daleko,adv:com,space,disamb
"""","""",interp,none,new
Porozumieniem,porozumienie,subst:sg:inst:n,none,disamb
"""","""",interp,none,disamb
",",",",interp,none,disamb
stanowiącego,stanowić,pact:sg:gen:n:imperf:aff,space,disamb
załącznik,załącznik,subst:sg:acc:m3,space,disamb
do,do,prep:gen,space,disamb
Porozumienia,porozumienie,subst:sg:gen:n,space,disamb
ustanawiającego,ustanawiać,pact:sg:gen:m3:imperf:aff,none,new
Światową,światowy,adj:sg:acc:f:pos,space,disamb
Organizację,organizacja,subst:sg:acc:f,space,disamb
Handlu,handel,subst:sg:gen:m3,space,disamb
(,(,interp,space,disamb
WTO,WTO,subst:sg:nom:n,none,disamb
),),interp,none,disamb
",",",",interp,none,disamb
sporządzonego,sporządzić,ppas:sg:gen:m3:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
Marakeszu,Marakeszu,subst:sg:gen:m3,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
15,15,adj:sg:gen:m3:pos,space,disamb
kwietnia,kwiecień,subst:sg:gen:m3,space,disamb
1994,1994,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
(,(,interp,newline,new
Dz,dziennik,brev:pun,none,disamb
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1995,1995,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
98,98,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
483,483,num:pl:nom:m3:congr,none,new
),),interp,none,disamb
.,.,interp,none,disamb
4,4,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Przepisów,przepis,subst:pl:gen:m3,newline,new
ustawy,ustawa,subst:sg:gen:f,space,disamb
nie,nie,qub,space,disamb
stosuje,stosować,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
wobec,wobec,prep:gen,space,disamb
towarów,towar,subst:pl:gen:m3,space,disamb
",",",",interp,none,disamb
których,który,adj:pl:gen:m3:pos,space,disamb
listę,lista,subst:sg:acc:f,space,disamb
zawiera,zawierać,fin:sg:ter:imperf,none,new
Załącznik,załącznik,subst:sg:nom:m3,space,disamb
nr,numer,brev:npun,space,disamb
2,2,num:pl:nom:m3:congr,space,disamb
do,do,prep:gen,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
.,.,interp,none,disamb
5,5,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
W,w,prep:loc:nwok,newline,new
sprawach,sprawa,subst:pl:loc:f,space,disamb
nieuregulowanych,uregulować,ppas:pl:loc:f:perf:neg,space,disamb
w,w,prep:loc:nwok,none,disamb
ustawie,ustawa,subst:sg:loc:f,space,disamb
do,do,prep:gen,space,disamb
postępowania,postępować,ger:sg:gen:n:imperf:aff,space,disamb
ochronnego,ochronny,adj:sg:gen:n:pos,space,disamb
stosuje,stosować,fin:sg:ter:imperf,none,new
się,się,qub,none,disamb
odpowiednio,odpowiednio,adv:pos,space,disamb
przepisy,przepis,subst:pl:acc:m3,space,disamb
Kodeksu,kodeks,subst:sg:gen:m3,space,disamb
postępowania,postępowanie,subst:sg:gen:n,space,disamb
administracyjnego,administracyjny,adj:sg:gen:m3:pos,none,new
.,.,interp,none,disamb
6,6,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
W,w,prep:loc:nwok,newline,new
wypadku,wypadek,subst:sg:loc:m3,space,disamb
gdy,gdy,adv,space,disamb
krajem,kraj,subst:sg:inst:m3,space,disamb
eksportu,eksport,subst:sg:gen:m3,space,disamb
towarów,towar,subst:pl:gen:m3,space,disamb
tekstylnych,tekstylny,adj:pl:gen:m3:pos,space,disamb
i,i,conj,space,disamb
odzieżowych,odzieżowy,adj:pl:gen:m3:pos,space,disamb
będących,być,pact:pl:gen:n:imperf:aff,none,new
przedmiotem,przedmiot,subst:sg:inst:m3,space,disamb
postępowania,postępowanie,subst:sg:gen:n,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
członek,członek,subst:sg:nom:m1,space,disamb
WTO,WTO,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
przepisy,przepis,subst:pl:nom:m3,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
stosuje,stosować,fin:sg:ter:imperf,none,new
się,się,qub,space,disamb
zgodnie,zgodnie,adv:pos,space,disamb
z,z,prep:inst:nwok,space,disamb
wymogami,wymóg,subst:pl:inst:m3,space,disamb
Porozumienia,porozumienie,subst:sg:gen:n,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
