word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1999,1999,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
11,11,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
95,95,num:pl:nom:m3:rec,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
22,22,adj:sg:gen:m3:pos,space,disamb
stycznia,styczeń,subst:sg:gen:m3,space,disamb
1999,1999,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,none,new
ochronie,ochrona,subst:sg:loc:f,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,space,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
1,1,adj:sg:nom:m3:pos,space,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
ogólne,ogólny,adj:pl:nom:m3:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Ustawa,ustawa,subst:sg:nom:f,newline,new
określa,określać,fin:sg:ter:imperf,space,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
które,który,adj:pl:nom:f:pos,space,disamb
wymagają,wymagać,fin:pl:ter:imperf,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
przed,przed,prep:inst:nwok,space,disamb
nieuprawnionym,nieuprawniony,adj:sg:inst:n:pos,none,new
ujawnieniem,ujawnienie,subst:sg:inst:n,space,disamb
",",",",interp,none,disamb
jako,jako,conj,space,disamb
stanowiące,stanowić,pact:sg:nom:n:imperf:aff,space,disamb
tajemnicę,tajemnica,subst:sg:acc:f,space,disamb
państwową,państwowy,adj:sg:acc:f:pos,space,disamb
lub,lub,conj,space,disamb
służbową,służbowy,adj:sg:acc:f:pos,none,new
",",",",interp,none,disamb
niezależnie,niezależnie,adv:pos,space,disamb
od,od,prep:gen:nwok,space,disamb
formy,forma,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
sposobu,sposób,subst:sg:gen:m3,space,disamb
ich,on,ppron3:pl:gen:f:ter:akc:npraep,space,disamb
wyrażania,wyrażać,ger:sg:gen:n:imperf:aff,space,disamb
",",",",interp,none,disamb
także,także,qub,space,disamb
w,w,prep:loc:nwok,space,disamb
trakcie,trakt,subst:sg:loc:m3,space,disamb
ich,on,ppron3:pl:gen:f:ter:akc:npraep,space,disamb
opracowania,opracowanie,subst:pl:acc:n,none,new
",",",",interp,none,disamb
zwanych,zwać,ppas:pl:gen:m3:imperf:aff,space,disamb
dalej,daleko,adv:com,space,disamb
"""","""",interp,space,disamb
informacjami,informacja,subst:pl:inst:f,none,disamb
niejawnymi,niejawny,adj:pl:inst:f:pos,space,disamb
"""","""",interp,none,disamb
",",",",interp,none,disamb
a,a,conj,space,disamb
w,w,prep:loc:nwok,space,disamb
szczególności,szczególność,subst:sg:loc:f,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
organizowania,organizować,ger:sg:gen:n:imperf:aff,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
klasyfikowania,klasyfikować,ger:sg:gen:n:imperf:aff,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,space,disamb
",",",",interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
udostępniania,udostępniać,ger:sg:gen:n:imperf:aff,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,space,disamb
",",",",interp,none,disamb
4,4,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
postępowania,postępowanie,subst:sg:gen:n,space,disamb
sprawdzającego,sprawdzać,pact:sg:gen:n:imperf:aff,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
celu,cel,subst:sg:loc:m3,space,disamb
ustalenia,ustalić,ger:sg:gen:n:perf:aff,space,disamb
czy,czy,qub,space,disamb
osoba,osoba,subst:sg:nom:f,space,disamb
nim,nim,comp,space,disamb
objęta,objąć,ppas:sg:nom:f:perf:aff,space,disamb
daje,dawać,fin:sg:ter:imperf,space,disamb
rękojmię,rękojmia,subst:sg:acc:f,none,new
zachowania,zachować,ger:sg:gen:n:perf:aff,space,disamb
tajemnicy,tajemnica,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
zwanego,zwać,ppas:sg:gen:n:imperf:aff,space,disamb
dalej,daleko,adv:com,space,disamb
"""","""",interp,space,disamb
postępowaniem,postępowanie,subst:sg:inst:n,none,disamb
sprawdzającym,sprawdzać,pact:sg:inst:n:imperf:aff,none,new
"""","""",interp,none,disamb
",",",",interp,none,disamb
5,5,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
szkolenia,szkolenie,subst:pl:acc:n,space,disamb
w,w,prep:loc:nwok,space,disamb
zakresie,zakres,subst:sg:loc:m3,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,none,disamb
",",",",interp,none,disamb
6,6,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
ewidencjonowania,ewidencjonować,ger:sg:gen:n:imperf:aff,space,disamb
",",",",interp,none,disamb
przechowywania,przechowywać,ger:sg:gen:n:imperf:aff,space,disamb
",",",",interp,none,disamb
przetwarzania,przetwarzać,ger:sg:gen:n:imperf:aff,space,disamb
i,i,conj,space,disamb
udostępniania,udostępniać,ger:sg:gen:n:imperf:aff,space,disamb
danych,dana,subst:pl:gen:f,space,disamb
uzyskiwanych,uzyskiwać,ppas:pl:gen:f:imperf:aff,none,new
w,w,prep:loc:nwok,space,disamb
związku,związek,subst:sg:loc:m3,space,disamb
z,z,prep:inst:nwok,space,disamb
prowadzonymi,prowadzić,ppas:pl:inst:n:imperf:aff,space,disamb
postępowaniami,postępowanie,subst:pl:inst:n,space,disamb
o,o,prep:acc,space,disamb
ustalenie,ustalić,ger:sg:acc:n:perf:aff,space,disamb
rękojmi,rękojmia,subst:sg:gen:f,space,disamb
zachowania,zachowanie,subst:pl:nom:n,none,new
tajemnicy,tajemnica,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
zakresie,zakres,subst:sg:loc:m3,space,disamb
określonym,określić,ppas:sg:loc:m3:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
ankiecie,ankieta,subst:sg:loc:f,space,disamb
bezpieczeństwa,bezpieczeństwo,subst:sg:gen:n,space,disamb
osobowego,osobowy,adj:sg:gen:m3:pos,none,new
oraz,oraz,conj,none,disamb
w,w,prep:loc:nwok,space,disamb
ankiecie,ankieta,subst:sg:loc:f,space,disamb
bezpieczeństwa,bezpieczeństwo,subst:sg:gen:n,space,disamb
przemysłowego,przemysłowy,adj:sg:gen:n:pos,space,disamb
",",",",interp,none,disamb
7,7,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
organizacji,organizacja,subst:sg:gen:f,space,disamb
kontroli,kontrola,subst:sg:gen:f,space,disamb
przestrzegania,przestrzegać,ger:sg:gen:n:imperf:aff,space,disamb
zasad,zasada,subst:pl:gen:f,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
informacji,informacja,subst:sg:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,none,new
",",",",interp,none,disamb
8,8,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,space,disamb
w,w,prep:loc:nwok,space,disamb
systemach,systema,subst:pl:loc:f,space,disamb
i,i,conj,space,disamb
sieciach,sieć,subst:pl:loc:f,space,disamb
teleinformatycznych,teleinformatyczny,adj:pl:gen:f:pos,none,new
",",",",interp,none,disamb
9,9,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
stosowania,stosować,ger:sg:gen:n:imperf:aff,space,disamb
środków,środek,subst:pl:gen:m3,space,disamb
fizycznej,fizyczny,adj:sg:gen:f:pos,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
informacji,informacja,subst:pl:gen:f,space,disamb
niejawnych,niejawny,adj:pl:gen:f:pos,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Przepisy,przepis,subst:pl:nom:m3,newline,new
ustawy,ustawa,subst:sg:gen:f,space,disamb
mają,mieć,fin:pl:ter:imperf,space,disamb
zastosowanie,zastosowanie,subst:sg:acc:n,space,disamb
do,do,prep:gen,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:m3:pos,none,new
),),interp,none,disamb
organów,organ,subst:pl:gen:m3,space,disamb
władzy,władza,subst:sg:gen:f,space,disamb
publicznej,publiczny,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
szczególności,szczególność,subst:sg:loc:f,space,disamb
:,:,interp,none,disamb
a,a,subst:sg:nom:n,none,new
),),interp,none,disamb
Sejmu,sejm,subst:sg:gen:m3,space,disamb
i,i,conj,space,disamb
Senatu,senat,subst:sg:gen:m3,space,disamb
Rzeczypospolitej,Rzeczpospolita,subst:sg:gen:f,space,disamb
Polskiej,polski,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
b,b,subst:sg:nom:n,none,new
),),interp,none,disamb
Prezydenta,prezydent,subst:sg:gen:m1,space,disamb
Rzeczypospolitej,Rzeczpospolita,subst:sg:gen:f,space,disamb
Polskiej,polski,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
c,c,subst:sg:nom:n,none,new
),),interp,none,disamb
organów,organ,subst:pl:gen:m3,space,disamb
administracji,administracja,subst:sg:gen:f,space,disamb
rządowej,rządowy,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
d,d,subst:sg:nom:n,none,new
),),interp,none,disamb
organów,organ,subst:pl:gen:m3,space,disamb
jednostek,jednostka,subst:pl:gen:f,space,disamb
samorządu,samorząd,subst:sg:gen:m3,space,disamb
terytorialnego,terytorialny,adj:sg:gen:m3:pos,space,disamb
",",",",interp,none,disamb
e,e,interj,none,new
),),interp,none,disamb
sądów,sąd,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
trybunałów,trybunał,subst:pl:gen:m3,space,disamb
",",",",interp,none,disamb
f,femininum,brev:pun,none,new
),),interp,none,disamb
organów,organ,subst:pl:gen:m3,space,disamb
kontroli,kontrola,subst:sg:gen:f,space,disamb
państwowej,państwowy,adj:sg:gen:f:pos,space,disamb
i,i,conj,space,disamb
ochrony,ochrona,subst:sg:gen:f,space,disamb
prawa,prawo,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
Sił,siła,subst:pl:gen:f,space,disamb
Zbrojnych,zbrojny,adj:pl:gen:f:pos,space,disamb
Rzeczypospolitej,Rzeczpospolita,subst:sg:gen:f,space,disamb
Polskiej,polski,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
zwanych,zwać,ppas:pl:gen:m3:imperf:aff,space,disamb
dalej,daleko,adv:com,space,disamb
"""","""",interp,space,disamb
Siłami,siły,subst:pl:inst:n,none,disamb
