word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
2003,2003,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
179,179,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
1750,1750,num:pl:nom:m3:rec,space,disamb
U,u,prep:gen,none,new
S,Solidarność,brev:npun,space,disamb
T,tesla,brev:npun,space,disamb
A,a,conj,space,disamb
W,w,prep:loc:nwok,space,disamb
A,A,subst:sg:loc:n,space,disamb
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
11,11,adj:sg:gen:m3:pos,space,disamb
września,wrzesień,subst:sg:gen:m3,space,disamb
2003,2003,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,none,new
służbie,służba,subst:sg:loc:f,space,disamb
wojskowej,wojskowy,adj:sg:loc:f:pos,space,disamb
żołnierzy,żołnierz,subst:pl:gen:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:m1:pos,space,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
1,1,adj:sg:nom:m3:pos,space,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
ogólne,ogólny,adj:pl:nom:m3:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
Ustawa,ustawa,subst:sg:nom:f,none,new
określa,określać,fin:sg:ter:imperf,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
powoływania,powoływać,ger:sg:gen:n:imperf:aff,space,disamb
do,do,prep:gen,space,disamb
zawodowej,zawodowy,adj:sg:gen:f:pos,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
;,;,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
przebieg,przebieg,subst:sg:nom:m3,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
żołnierzy,żołnierz,subst:pl:gen:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:m1:pos,space,disamb
;,;,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
podstawowe,podstawowy,adj:pl:nom:n:pos,space,disamb
uprawnienia,uprawnienie,subst:pl:acc:n,space,disamb
i,i,conj,space,disamb
obowiązki,obowiązek,subst:pl:nom:m3,space,disamb
służbowe,służbowy,adj:pl:nom:m3:pos,space,disamb
żołnierzy,żołnierz,subst:pl:gen:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:m1:pos,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
tym,to,subst:sg:loc:n,space,disamb
uprawnienia,uprawnienie,subst:pl:nom:n,none,new
w,w,prep:loc:nwok,space,disamb
zakresie,zakres,subst:sg:loc:m3,space,disamb
działalności,działalność,subst:sg:gen:f,space,disamb
publicznej,publiczny,adj:sg:gen:f:pos,space,disamb
;,;,interp,none,disamb
4,4,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zasady,zasada,subst:sg:gen:f,space,disamb
otrzymywania,otrzymywać,ger:sg:gen:n:imperf:aff,space,disamb
uposażenia,uposażenie,subst:sg:gen:n,space,disamb
i,i,conj,space,disamb
innych,inny,adj:pl:gen:f:pos,space,disamb
należności,należność,subst:pl:gen:f,space,disamb
pieniężnych,pieniężny,adj:pl:gen:f:pos,space,disamb
przez,przez,prep:acc:nwok,space,disamb
żołnierzy,żołnierz,subst:pl:acc:m1,none,new
zawodowych,zawodowy,adj:pl:acc:m1:pos,space,disamb
;,;,interp,none,disamb
5,5,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
zwalniania,zwalniać,ger:sg:gen:n:imperf:aff,space,disamb
żołnierzy,żołnierz,subst:pl:gen:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:m1:pos,space,disamb
z,z,prep:gen:nwok,space,disamb
zawodowej,zawodowy,adj:sg:gen:f:pos,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
;,;,interp,none,disamb
6,6,adj:sg:nom:m3:pos,none,new
),),interp,none,disamb
przebieg,przebieg,subst:sg:nom:m3,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
kandydatów,kandydat,subst:pl:gen:m1,space,disamb
na,na,prep:acc,space,disamb
żołnierzy,żołnierz,subst:pl:acc:m1,space,disamb
zawodowych,zawodowy,adj:pl:acc:m1:pos,space,disamb
;,;,interp,none,disamb
7,7,adj:sg:nom:m3:pos,none,new
),),interp,none,disamb
przebieg,przebieg,subst:sg:nom:m3,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
żołnierzy,żołnierz,subst:pl:gen:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:m1:pos,space,disamb
i,i,conj,space,disamb
kandydatów,kandydat,subst:pl:gen:m1,space,disamb
na,na,prep:acc,space,disamb
żołnierzy,żołnierz,subst:pl:acc:m1,space,disamb
zawodowych,zawodowy,adj:pl:gen:f:pos,none,new
w,w,prep:loc:nwok,space,disamb
razie,raz,subst:sg:loc:m3,space,disamb
ogłoszenia,ogłosić,ger:sg:gen:n:perf:aff,space,disamb
mobilizacji,mobilizacja,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
stanu,stan,subst:sg:gen:m3,space,disamb
wojennego,wojenny,adj:sg:gen:m3:pos,space,disamb
i,i,conj,space,disamb
w,w,prep:loc:nwok,space,disamb
czasie,czas,subst:sg:loc:m3,space,disamb
wojny,wojna,subst:pl:nom:f,none,new
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
2,2,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
Żołnierzem,żołnierz,subst:sg:inst:m1,none,new
zawodowym,zawodowy,adj:sg:inst:m1:pos,space,disamb
może,móc,fin:sg:ter:imperf,space,disamb
być,być,inf:imperf,space,disamb
osoba,osoba,subst:sg:nom:f,space,disamb
posiadająca,posiadać,pact:sg:nom:f:imperf:aff,space,disamb
wyłącznie,wyłącznie,qub,space,disamb
obywatelstwo,obywatelstwo,subst:sg:nom:n,space,disamb
polskie,polski,adj:sg:nom:n:pos,space,disamb
",",",",interp,none,disamb
o,o,prep:loc,none,new
nieposzlakowanej,nieposzlakowany,adj:sg:loc:f:pos,space,disamb
opinii,opinia,subst:sg:loc:f,space,disamb
",",",",interp,none,disamb
której,który,adj:sg:gen:f:pos,space,disamb
wierność,wierność,subst:sg:nom:f,space,disamb
dla,dla,prep:gen,space,disamb
Rzeczypospolitej,Rzeczpospolita,subst:sg:gen:f,space,disamb
Polskiej,polski,adj:sg:gen:f:pos,space,disamb
nie,nie,qub,space,disamb
budzi,budzić,fin:sg:ter:imperf,none,new
wątpliwości,wątpliwość,subst:pl:acc:f,space,disamb
",",",",interp,none,disamb
posiadająca,posiadać,pact:sg:nom:f:imperf:aff,space,disamb
odpowiednie,odpowiedni,adj:pl:acc:f:pos,space,disamb
kwalifikacje,kwalifikacje,subst:pl:acc:n,space,disamb
oraz,oraz,conj,space,disamb
zdolność,zdolność,subst:sg:acc:f,space,disamb
fizyczną,fizyczny,adj:sg:acc:f:pos,space,disamb
i,i,conj,none,new
psychiczną,psychiczny,adj:sg:acc:f:pos,space,disamb
do,do,prep:gen,space,disamb
pełnienia,pełnić,ger:sg:gen:n:imperf:aff,space,disamb
zawodowej,zawodowy,adj:sg:gen:f:pos,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
3,3,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Żołnierze,żołnierz,subst:pl:nom:m1,newline,new
zawodowi,zawodowy,adj:pl:nom:m1:pos,space,disamb
są,być,fin:pl:ter:imperf,space,disamb
żołnierzami,żołnierz,subst:pl:inst:m1,space,disamb
w,w,prep:loc:nwok,space,disamb
czynnej,czynny,adj:sg:loc:f:pos,space,disamb
służbie,służba,subst:sg:loc:f,space,disamb
wojskowej,wojskowy,adj:sg:loc:f:pos,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Żołnierze,żołnierz,subst:pl:nom:m1,newline,new
zawodowi,zawodowy,adj:pl:nom:m1:pos,space,disamb
pełnią,pełnić,fin:pl:ter:imperf,space,disamb
zawodową,zawodowy,adj:sg:acc:f:pos,space,disamb
służbę,służba,subst:sg:acc:f,space,disamb
wojskową,wojskowy,adj:sg:acc:f:pos,space,disamb
dla,dla,prep:gen,space,disamb
dobra,dobro,subst:sg:gen:n,space,disamb
Rzeczypospolitej,Rzeczpospolita,subst:sg:gen:f,none,new
Polskiej,polski,adj:sg:gen:f:pos,space,disamb
.,.,interp,none,disamb
Służba,służba,subst:sg:nom:f,newline,new
ta,ten,adj:sg:nom:f:pos,space,disamb
wymaga,wymagać,fin:sg:ter:imperf,space,disamb
zdyscyplinowania,zdyscyplinowanie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
lojalności,lojalność,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
poświęcenia,poświęcenie,subst:sg:gen:n,none,new
.,.,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Państwo,państwo,subst:sg:nom:n,newline,new
zapewnia,zapewniać,fin:sg:ter:imperf,space,disamb
żołnierzom,żołnierz,subst:pl:dat:m1,space,disamb
zawodowym,zawodowy,adj:pl:dat:m1:pos,space,disamb
godne,godny,adj:pl:acc:n:pos,space,disamb
warunki,warunki,subst:pl:acc:n,space,disamb
życia,życie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
umożliwiające,umożliwiać,pact:pl:acc:n:imperf:aff,space,disamb
oddanie,oddać,ger:sg:nom:n:perf:aff,none,new
się,się,qub,space,disamb
służbie,służba,subst:sg:dat:f,space,disamb
Narodowi,naród,subst:sg:dat:m3,space,disamb
i,i,conj,space,disamb
Ojczyźnie,ojczyzna,subst:sg:dat:f,space,disamb
",",",",interp,none,disamb
rekompensując,rekompensować,pcon:imperf,space,disamb
odpowiednio,odpowiednio,adv:pos,space,disamb
trud,trud,subst:sg:acc:m3,space,disamb
",",",",interp,none,disamb
ograniczenia,ograniczenie,subst:pl:nom:n,none,new
i,i,conj,space,disamb
wyrzeczenia,wyrzeczenie,subst:pl:nom:n,space,disamb
związane,związany,adj:pl:nom:n:pos,space,disamb
z,z,prep:inst:nwok,space,disamb
pełnieniem,pełnić,ger:sg:inst:n:imperf:aff,space,disamb
zawodowej,zawodowy,adj:sg:gen:f:pos,space,disamb
służby,służba,subst:sg:gen:f,space,disamb
wojskowej,wojskowy,adj:sg:gen:f:pos,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
4,4,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Żołnierze,żołnierz,subst:pl:nom:m1,newline,new
zawodowi,zawodowy,adj:pl:nom:m1:pos,space,disamb
stanowią,stanowić,fin:pl:ter:imperf,space,disamb
kadrę,kadra,subst:sg:acc:f,space,disamb
zawodową,zawodowy,adj:sg:acc:f:pos,space,disamb
Sił,siła,subst:pl:gen:f,space,disamb
Zbrojnych,zbrojny,adj:pl:gen:f:pos,space,disamb
