word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
2001,2001,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
129,129,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
1438,1438,num:pl:nom:m3:rec,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
25,25,adj:sg:gen:m3:pos,space,disamb
lipca,lipiec,subst:sg:gen:m3,space,disamb
2001,2001,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,none,new
zmianie,zmiana,subst:sg:loc:f,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
o,o,prep:loc,space,disamb
zawodzie,zawód,subst:sg:loc:m3,space,disamb
lekarza,lekarz,subst:sg:gen:m1,space,disamb
weterynarii,weterynaria,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
izbach,izba,subst:pl:loc:f,space,disamb
lekarskoweterynaryjnych,lekarskoweterynaryjnych,adj:pl:loc:f:pos,space,disamb
",",",",interp,none,disamb
ustawy,ustawa,subst:sg:gen:f,none,new
o,o,prep:loc,space,disamb
zwalczaniu,zwalczać,ger:sg:loc:n:imperf:aff,space,disamb
chorób,choroba,subst:pl:gen:f,space,disamb
zakaźnych,zakaźny,adj:pl:gen:f:pos,space,disamb
zwierząt,zwierzę,subst:pl:gen:n,space,disamb
",",",",interp,none,disamb
badaniu,badać,ger:sg:loc:n:imperf:aff,space,disamb
zwierząt,zwierzę,subst:pl:gen:n,none,new
rzeźnych,rzeźny,adj:pl:gen:n:pos,space,disamb
i,i,conj,space,disamb
mięsa,mięso,subst:sg:gen:n,space,disamb
oraz,oraz,conj,space,disamb
o,o,prep:loc,space,disamb
Inspekcji,inspekcja,subst:sg:loc:f,space,disamb
Weterynaryjnej,weterynaryjny,adj:sg:loc:f:pos,space,disamb
oraz,oraz,conj,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
o,o,prep:acc,space,disamb
organizacji,organizacja,subst:sg:gen:f,none,new
hodowli,hodowla,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
rozrodzie,rozród,subst:sg:loc:m3,space,disamb
zwierząt,zwierzę,subst:pl:gen:n,space,disamb
gospodarskich,gospodarski,adj:pl:gen:n:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
W,w,prep:loc:nwok,none,new
ustawie,ustawa,subst:sg:loc:f,space,disamb
z,z,prep:gen:nwok,space,disamb
dnia,dzień,subst:sg:gen:m3,space,disamb
21,21,adj:sg:gen:m3:pos,space,disamb
grudnia,grudzień,subst:sg:gen:m3,space,disamb
1990,1990,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
o,o,prep:loc,space,disamb
zawodzie,zawód,subst:sg:loc:m3,space,disamb
lekarza,lekarz,subst:sg:gen:m1,space,disamb
weterynarii,weterynaria,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
izbach,izba,subst:pl:loc:f,space,disamb
lekarsko,lekarski,adja,none,new
-,-,interp,none,disamb
weterynaryjnych,weterynaryjny,adj:pl:gen:n:pos,none,disamb
(,(,interp,space,disamb
Dz,dziennik,brev:pun,none,disamb
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1991,1991,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
8,8,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
27,27,adj:sg:nom:m3:pos,space,disamb
",",",",interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1995,1995,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
120,120,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
576,576,num:pl:nom:m3:rec,none,new
",",",",interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1997,1997,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
60,60,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
369,369,adj:sg:nom:f:pos,space,disamb
",",",",interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
106,106,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
668,668,num:pl:nom:m3:rec,space,disamb
oraz,oraz,conj,space,disamb
z,z,prep:gen:nwok,space,disamb
2000,2000,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
114,114,num:pl:nom:m3:rec,none,new
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
1189,1189,adj:sg:nom:f:pos,space,disamb
),),interp,none,disamb
w,w,prep:loc:nwok,space,disamb
art,artykuł,brev:pun,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:loc:m3:pos,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
w,w,prep:loc:nwok,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:loc:m3:pos,space,disamb
pkt,punkt,brev:npun,space,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
otrzymuje,otrzymywać,fin:sg:ter:imperf,space,disamb
brzmienie,brzmienie,subst:sg:acc:n,space,disamb
:,:,interp,none,disamb
"""","""",interp,none,new
1,1,adj:sg:nom:n:pos,none,disamb
),),interp,none,disamb
posiada,posiadać,fin:sg:ter:imperf,space,disamb
dyplom,dyplom,subst:sg:nom:m3,space,disamb
lekarza,lekarz,subst:sg:gen:m1,space,disamb
weterynarii,weterynaria,subst:sg:gen:f,space,disamb
wydany,wydać,ppas:sg:nom:m3:perf:aff,space,disamb
przez,przez,prep:acc:nwok,space,disamb
polską,polski,adj:sg:acc:f:pos,space,disamb
uczelnię,uczelnia,subst:sg:acc:f,space,disamb
realizującą,realizować,pact:sg:inst:f:imperf:aff,none,new
program,program,subst:sg:acc:m3,space,disamb
nauczania,nauczanie,subst:sg:gen:n,space,disamb
określony,określić,ppas:sg:acc:m3:perf:aff,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
drodze,droga,subst:sg:loc:f,space,disamb
rozporządzenia,rozporządzenie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
przez,przez,prep:acc:nwok,space,disamb
ministra,minister,subst:sg:acc:m1,none,new
właściwego,właściwy,adj:sg:gen:m1:pos,space,disamb
do,do,prep:gen,space,disamb
spraw,sprawa,subst:pl:gen:f,space,disamb
rolnictwa,rolnictwo,subst:sg:gen:n,space,disamb
lub,lub,conj,space,disamb
posiada,posiadać,fin:sg:ter:imperf,space,disamb
dyplom,dyplom,subst:sg:acc:m3,space,disamb
lekarza,lekarz,subst:sg:gen:m1,space,disamb
weterynarii,weterynaria,subst:sg:gen:f,none,new
wydany,wydać,ppas:sg:nom:m3:perf:aff,space,disamb
przez,przez,prep:acc:nwok,space,disamb
uczelnię,uczelnia,subst:sg:acc:f,space,disamb
zagraniczną,zagraniczny,adj:sg:acc:f:pos,space,disamb
uznany,uznać,ppas:sg:acc:m3:perf:aff,space,disamb
za,za,prep:acc,space,disamb
równorzędny,równorzędny,adj:sg:acc:m3:pos,space,disamb
na,na,prep:acc,space,disamb
podstawie,podstawa,subst:sg:dat:f,none,new
odrębnych,odrębny,adj:pl:gen:m3:pos,space,disamb
przepisów,przepis,subst:pl:gen:m3,space,disamb
",",",",interp,none,disamb
"""","""",interp,none,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
dodaje,dodawać,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
2a,2a,subst:sg:nom:n,space,disamb
w,w,prep:loc:nwok,space,disamb
brzmieniu,brzmienie,subst:sg:loc:n,space,disamb
:,:,interp,none,disamb
"""","""",interp,none,new
2a,2a,subst:sg:nom:n,none,disamb
.,.,interp,none,disamb
Wydając,wydawać,pcon:imperf,newline,new
rozporządzenie,rozporządzenie,subst:sg:acc:n,space,disamb
",",",",interp,none,disamb
o,o,prep:loc,space,disamb
którym,który,adj:sg:loc:n:pos,space,disamb
mowa,mowa,subst:sg:nom:f,space,disamb
w,w,prep:loc:nwok,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:loc:m3:pos,space,disamb
pkt,punkt,brev:npun,space,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
",",",",interp,none,disamb
minister,minister,subst:sg:nom:m1,space,disamb
właściwy,właściwy,adj:sg:nom:m1:pos,space,disamb
do,do,prep:gen,none,new
spraw,sprawa,subst:pl:gen:f,space,disamb
rolnictwa,rolnictwo,subst:sg:gen:n,space,disamb
będzie,być,bedzie:sg:ter:imperf,space,disamb
miał,mieć,praet:sg:m1:imperf,space,disamb
na,na,prep:loc,space,disamb
względzie,wzgląd,subst:sg:loc:m3,space,disamb
obowiązujące,obowiązywać,pact:pl:acc:f:imperf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
tym,ten,adj:sg:loc:m3:pos,space,disamb
zakresie,zakres,subst:sg:loc:m3,space,disamb
przepisy,przepis,subst:pl:nom:m3,none,new
Unii,unia,subst:sg:gen:f,space,disamb
Europejskiej,europejski,adj:sg:gen:f:pos,space,disamb
.,.,interp,none,disamb
"""","""",interp,none,disamb
",",",",interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
dodaje,dodawać,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
5a,5a,subst:sg:nom:n,space,disamb
w,w,prep:loc:nwok,space,disamb
brzmieniu,brzmienie,subst:sg:loc:n,space,disamb
:,:,interp,none,disamb
"""","""",interp,none,new
5a,5a,subst:sg:nom:n,none,disamb
.,.,interp,none,disamb
Cudzoziemiec,cudzoziemiec,subst:sg:nom:m1,newline,new
",",",",interp,none,disamb
który,który,adj:sg:nom:m1:pos,space,disamb
posiada,posiadać,fin:sg:ter:imperf,space,disamb
prawo,prawo,subst:sg:acc:n,space,disamb
wykonywania,wykonywać,ger:sg:gen:n:imperf:aff,space,disamb
zawodu,zawód,subst:sg:gen:m3,space,disamb
lekarza,lekarz,subst:sg:gen:m1,space,disamb
weterynarii,weterynaria,subst:sg:gen:f,none,new
na,na,prep:loc,space,disamb
terenie,teren,subst:sg:loc:m3,space,disamb
krajów,kraj,subst:pl:gen:m3,space,disamb
członkowskich,członkowski,adj:pl:gen:m3:pos,space,disamb
Unii,unia,subst:sg:gen:f,space,disamb
Europejskiej,europejski,adj:sg:gen:f:pos,space,disamb
",",",",interp,none,disamb
uzyskuje,uzyskiwać,fin:sg:ter:imperf,space,disamb
wpis,wpis,subst:sg:nom:m3,none,new
na,na,prep:acc,space,disamb
listę,lista,subst:sg:acc:f,space,disamb
lekarzy,lekarz,subst:pl:gen:m1,space,disamb
weterynarii,weterynaria,subst:sg:gen:f,space,disamb
po,po,prep:loc,space,disamb
