word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
95,95,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
602,602,adj:sg:nom:f:pos,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
16,16,adj:sg:gen:m3:pos,space,disamb
lipca,lipiec,subst:sg:gen:m3,space,disamb
1998,1998,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Ordynacja,ordynacja,subst:sg:nom:f,none,new
wyborcza,wyborczy,adj:sg:nom:f:pos,space,disamb
do,do,prep:gen,space,disamb
rad,rada,subst:pl:gen:f,space,disamb
gmin,gmina,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
rad,rada,subst:pl:gen:f,space,disamb
powiatów,powiat,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
sejmików,sejmik,subst:pl:gen:m3,space,disamb
województw,województwo,subst:pl:gen:n,space,disamb
Dział,dział,subst:sg:nom:m3,none,new
I,I,adj:sg:nom:m3:pos,space,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
wspólne,wspólny,adj:pl:nom:m3:pos,space,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
1,1,adj:sg:nom:m3:pos,space,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
ogólne,ogólny,adj:pl:nom:m3:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
Ustawa,ustawa,subst:sg:nom:f,none,new
określa,określać,fin:sg:ter:imperf,space,disamb
zasady,zasada,subst:pl:acc:f,space,disamb
i,i,conj,space,disamb
tryb,tryb,subst:sg:acc:m3,space,disamb
przeprowadzania,przeprowadzać,ger:sg:gen:n:imperf:aff,space,disamb
wyborów,wybory,subst:pl:gen:n,space,disamb
do,do,prep:gen,space,disamb
rad,rada,subst:pl:gen:f,space,disamb
gmin,gmina,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
rad,rada,subst:pl:gen:f,space,disamb
powiatów,powiat,subst:pl:gen:m3,none,new
i,i,conj,space,disamb
sejmików,sejmik,subst:pl:gen:m3,space,disamb
województw,województwo,subst:pl:gen:n,space,disamb
",",",",interp,none,disamb
zgłaszania,zgłaszać,ger:sg:gen:n:imperf:aff,space,disamb
kandydatów,kandydat,subst:pl:gen:m1,space,disamb
oraz,oraz,conj,space,disamb
warunki,warunki,subst:pl:nom:n,space,disamb
ważności,ważność,subst:sg:gen:f,space,disamb
tych,ten,adj:pl:gen:n:pos,none,new
wyborów,wybory,subst:pl:gen:n,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
2,2,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Wybory,wybory,subst:pl:nom:n,newline,new
do,do,prep:gen,space,disamb
rad,rada,subst:pl:gen:f,space,disamb
gmin,gmina,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
rad,rada,subst:pl:gen:f,space,disamb
powiatów,powiat,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
sejmików,sejmik,subst:pl:gen:m3,space,disamb
województw,województwo,subst:pl:gen:n,space,disamb
są,być,fin:pl:ter:imperf,space,disamb
powszechne,powszechny,adj:pl:nom:n:pos,space,disamb
",",",",interp,none,disamb
równe,równy,adj:pl:nom:m3:pos,none,new
",",",",interp,none,disamb
bezpośrednie,bezpośredni,adj:pl:nom:m3:pos,space,disamb
i,i,conj,space,disamb
odbywają,odbywać,fin:pl:ter:imperf,space,disamb
się,się,qub,space,disamb
w,w,prep:loc:nwok,none,disamb
głosowaniu,głosowanie,subst:sg:loc:n,space,disamb
tajnym,tajny,adj:sg:loc:n:pos,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
W,w,prep:loc:nwok,newline,new
wyborach,wybory,subst:pl:loc:n,space,disamb
do,do,prep:gen,space,disamb
każdego,każdy,adj:sg:gen:m3:pos,space,disamb
z,z,prep:gen:nwok,space,disamb
organów,organ,subst:pl:gen:m3,space,disamb
",",",",interp,none,disamb
o,o,prep:loc,none,disamb
których,który,adj:pl:loc:m3:pos,space,disamb
mowa,mowa,subst:sg:nom:f,space,disamb
w,w,prep:loc:nwok,space,disamb
ust,ustęp,brev:pun,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:loc:m3:pos,space,disamb
",",",",interp,none,disamb
głosować,głosować,inf:imperf,space,disamb
można,można,pred,none,new
tylko,tylko,qub,space,disamb
osobiście,osobiście,adv:pos,space,disamb
i,i,conj,space,disamb
tylko,tylko,qub,space,disamb
jeden,jeden,adj:sg:acc:m3:pos,space,disamb
raz,raz,subst:sg:acc:m3,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
3,3,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
W,w,prep:loc:nwok,newline,new
rozumieniu,rozumienie,subst:sg:loc:n,space,disamb
niniejszej,niniejszy,adj:sg:gen:f:pos,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
organami,organ,subst:pl:inst:m3,space,disamb
stanowiącymi,stanowić,pact:pl:inst:m3:imperf:aff,space,disamb
jednostek,jednostka,subst:pl:gen:f,space,disamb
samorządu,samorząd,subst:sg:gen:m3,none,new
terytorialnego,terytorialny,adj:sg:gen:m3:pos,space,disamb
są,być,fin:pl:ter:imperf,space,disamb
rady,rada,subst:pl:nom:f,space,disamb
gmin,gmina,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
rady,rada,subst:pl:nom:f,space,disamb
powiatów,powiat,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
sejmiki,sejmik,subst:pl:nom:m3,space,disamb
województw,województwo,subst:pl:gen:n,none,new
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Ilekroć,ilekroć,adv,newline,new
w,w,prep:loc:nwok,space,disamb
niniejszej,niniejszy,adj:sg:loc:f:pos,space,disamb
ustawie,ustawa,subst:sg:loc:f,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
mowa,mowa,subst:sg:nom:f,space,disamb
o,o,prep:loc,space,disamb
radzie,rada,subst:sg:loc:f,space,disamb
gminy,gmina,subst:sg:gen:f,space,disamb
należy,należeć,fin:sg:ter:imperf,space,disamb
przez,przez,prep:acc:nwok,space,disamb
to,to,subst:sg:acc:n,space,disamb
rozumieć,rozumieć,inf:imperf,none,new
także,także,qub,space,disamb
radę,rada,subst:sg:acc:f,space,disamb
miasta,miasto,subst:sg:gen:n,space,disamb
na,na,prep:loc,space,disamb
prawach,prawo,subst:pl:loc:n,space,disamb
powiatu,powiat,subst:sg:gen:m3,space,disamb
.,.,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Ilekroć,ilekroć,adv,newline,new
w,w,prep:loc:nwok,space,disamb
niniejszej,niniejszy,adj:sg:loc:f:pos,space,disamb
ustawie,ustawa,subst:sg:loc:f,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
mowa,mowa,subst:sg:nom:f,space,disamb
o,o,prep:loc,space,disamb
radzie,rada,subst:sg:loc:f,space,disamb
należy,należeć,fin:sg:ter:imperf,space,disamb
przez,przez,prep:acc:nwok,space,disamb
to,to,subst:sg:acc:n,space,disamb
rozumieć,rozumieć,inf:imperf,none,new
także,także,qub,space,disamb
sejmik,sejmik,subst:sg:acc:m3,space,disamb
województwa,województwo,subst:sg:gen:n,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
4,4,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
Przepisy,przepis,subst:pl:acc:m3,none,new
niniejszego,niniejszy,adj:sg:gen:m3:pos,space,disamb
działu,dział,subst:sg:gen:m3,space,disamb
stosuje,stosować,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
do,do,prep:gen,space,disamb
wyborów,wybory,subst:pl:gen:n,space,disamb
odpowiednich,odpowiedni,adj:pl:gen:n:pos,space,disamb
rad,rada,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
jeżeli,jeżeli,comp,space,disamb
przepisy,przepis,subst:pl:nom:m3,none,new
szczególne,szczególny,adj:pl:nom:m3:pos,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
nie,nie,qub,space,disamb
stanowią,stanowić,fin:pl:ter:imperf,space,disamb
inaczej,inaczej,adv,space,disamb
.,.,interp,none,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
2,2,adj:sg:nom:m3:pos,space,disamb
Prawa,prawo,subst:pl:nom:n,none,new
wyborcze,wyborczy,adj:pl:nom:n:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
5,5,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
Prawo,prawo,subst:sg:nom:n,none,new
wybierania,wybierać,ger:sg:gen:n:imperf:aff,space,disamb
(,(,interp,space,disamb
czynne,czynny,adj:sg:nom:n:pos,none,disamb
prawo,prawo,subst:sg:nom:n,space,disamb
wyborcze,wyborczy,adj:sg:nom:n:pos,space,disamb
),),interp,none,disamb
do,do,prep:gen,space,disamb
danej,dany,adj:sg:gen:f:pos,space,disamb
rady,rada,subst:sg:gen:f,space,disamb
ma,mieć,fin:sg:ter:imperf,space,disamb
każdy,każdy,adj:sg:nom:m1:pos,space,disamb
obywatel,obywatel,subst:sg:nom:m1,space,disamb
polski,polski,adj:sg:nom:m3:pos,none,new
",",",",interp,none,disamb
który,który,adj:sg:nom:m3:pos,space,disamb
najpóźniej,późno,adv:sup,space,disamb
w,w,prep:loc:nwok,space,disamb
dniu,dzień,subst:sg:loc:m3,space,disamb
wyborów,wybory,subst:pl:gen:n,space,disamb
kończy,kończyć,fin:sg:ter:imperf,space,disamb
18,18,num:pl:acc:m3:rec,space,disamb
lat,rok,subst:pl:gen:m3,space,disamb
i,i,conj,space,disamb
stale,stale,adv:pos,space,disamb
zamieszkuje,zamieszkiwać,fin:sg:ter:imperf,space,disamb
na,na,prep:loc,none,new
obszarze,obszar,subst:sg:loc:m3,space,disamb
działania,działać,ger:sg:gen:n:imperf:aff,space,disamb
tej,ten,adj:sg:gen:f:pos,space,disamb
rady,rada,subst:sg:gen:f,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
6,6,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
Nie,nie,qub,none,new
mają,mieć,fin:pl:ter:imperf,space,disamb
prawa,prawo,subst:sg:gen:n,space,disamb
wybierania,wybierać,ger:sg:gen:n:imperf:aff,space,disamb
osoby,osoba,subst:sg:gen:f,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
pozbawione,pozbawić,ppas:pl:acc:n:perf:aff,space,disamb
praw,prawo,subst:pl:gen:n,space,disamb
publicznych,publiczny,adj:pl:gen:n:pos,space,disamb
prawomocnym,prawomocny,adj:sg:inst:n:pos,space,disamb
orzeczeniem,orzeczenie,subst:sg:inst:n,space,disamb
sądowym,sądowy,adj:sg:inst:n:pos,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
pozbawione,pozbawić,ppas:pl:acc:n:perf:aff,space,disamb
praw,prawo,subst:pl:gen:n,space,disamb
wyborczych,wyborczy,adj:pl:gen:n:pos,space,disamb
orzeczeniem,orzeczenie,subst:sg:inst:n,space,disamb
