word,base,info,trait,more
Tekst,tekst,subst:sg:nom:m3,none,new
ustawy,ustawa,subst:sg:gen:f,none,new
przyjęty,przyjąć,ppas:sg:nom:m3:perf:aff,space,disamb
przez,przez,prep:acc:nwok,space,disamb
Senat,senat,subst:sg:acc:m3,space,disamb
bez,bez,prep:gen:nwok,space,disamb
poprawek,poprawka,subst:pl:gen:f,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
27,27,adj:sg:gen:m3:pos,space,disamb
października,październik,subst:sg:gen:m3,space,disamb
2017,2017,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,none,new
.,.,interp,none,disamb
o,o,prep:acc,none,new
zmianie,zmiana,subst:sg:dat:f,none,new
ustawy,ustawa,subst:sg:gen:f,space,disamb
o,o,prep:loc,space,disamb
podatku,podatek,subst:sg:loc:m3,space,disamb
dochodowym,dochodowy,adj:sg:loc:m3:pos,space,disamb
od,od,prep:gen:nwok,space,disamb
osób,osoba,subst:pl:gen:f,space,disamb
fizycznych,fizyczny,adj:pl:gen:f:pos,space,disamb
",",",",interp,none,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
o,o,prep:loc,space,disamb
podatku,podatek,subst:sg:loc:m3,space,disamb
dochodowym,dochodowy,adj:sg:inst:m1:pos,none,new
od,od,prep:gen:nwok,space,disamb
osób,osoba,subst:pl:gen:f,space,disamb
prawnych,prawny,adj:pl:gen:f:pos,space,disamb
oraz,oraz,conj,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
o,o,prep:loc,space,disamb
zryczałtowanym,zryczałtować,ppas:sg:loc:m3:perf:aff,space,disamb
podatku,podatek,subst:sg:loc:m3,space,disamb
dochodowym,dochodowy,adj:sg:loc:m3:pos,space,disamb
od,od,prep:gen:nwok,space,disamb
niektórych,niektóry,adj:pl:gen:m3:pos,none,new
przychodów,przychód,subst:pl:gen:m3,space,disamb
