word,base,info,trait,more
Dz,dziennik,brev:pun,none,new
.,.,interp,none,disamb
U,ustawa,brev:pun,none,disamb
.,.,interp,none,disamb
z,z,prep:gen:nwok,space,disamb
2001,2001,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Nr,numer,brev:npun,newline,new
126,126,num:pl:nom:m3:rec,space,disamb
",",",",interp,none,disamb
poz,pozycja,brev:pun,space,disamb
.,.,interp,none,disamb
1381,1381,adj:sg:nom:m3:pos,space,disamb
USTAWA,ustawa,subst:sg:nom:f,none,new
z,z,prep:gen:nwok,none,new
dnia,dzień,subst:sg:gen:m3,space,disamb
6,6,adj:sg:gen:m3:pos,space,disamb
września,wrzesień,subst:sg:gen:m3,space,disamb
2001,2001,adj:sg:gen:m3:pos,space,disamb
r,rok,brev:pun,space,disamb
.,.,interp,none,disamb
Prawo,prawo,subst:sg:nom:n,none,new
farmaceutyczne,farmaceutyczny,adj:sg:nom:n:pos,space,disamb
Rozdział,rozdział,subst:sg:nom:m3,none,new
1,1,adj:sg:nom:m3:pos,space,disamb
Przepisy,przepis,subst:pl:nom:m3,none,new
ogólne,ogólny,adj:pl:nom:m3:pos,space,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
1,1,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Ustawa,ustawa,subst:sg:nom:f,newline,new
określa,określać,fin:sg:ter:imperf,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zasady,zasada,subst:sg:gen:f,space,disamb
i,i,conj,space,disamb
tryb,tryb,subst:sg:acc:m3,space,disamb
dopuszczania,dopuszczać,ger:sg:gen:n:imperf:aff,space,disamb
do,do,prep:gen,space,disamb
obrotu,obrót,subst:sg:gen:m3,space,disamb
produktów,produkt,subst:pl:gen:m3,space,disamb
leczniczych,leczniczy,adj:pl:gen:m3:pos,space,disamb
",",",",interp,none,disamb
z,z,prep:gen:nwok,space,disamb
uwzględnieniem,uwzględnienie,subst:sg:inst:n,none,new
w,w,prep:loc:nwok,space,disamb
szczególności,szczególność,subst:sg:loc:f,space,disamb
wymagań,wymaganie,subst:pl:gen:n,space,disamb
dotyczących,dotyczyć,pact:pl:gen:n:imperf:aff,space,disamb
jakości,jakość,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
skuteczności,skuteczność,subst:pl:gen:f,space,disamb
i,i,conj,space,disamb
bezpieczeństwa,bezpieczeństwo,subst:sg:gen:n,none,new
ich,on,ppron3:pl:gen:n:ter:akc:npraep,space,disamb
stosowania,stosować,ger:sg:gen:n:imperf:aff,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
warunki,warunek,subst:pl:acc:m3,space,disamb
wytwarzania,wytwarzać,ger:sg:gen:n:imperf:aff,space,disamb
produktów,produkt,subst:pl:gen:m3,space,disamb
leczniczych,leczniczy,adj:pl:gen:m3:pos,space,disamb
",",",",interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
wymagania,wymaganie,subst:pl:acc:n,space,disamb
dotyczące,dotyczyć,pact:pl:acc:n:imperf:aff,space,disamb
reklamy,reklama,subst:sg:gen:f,space,disamb
produktów,produkt,subst:pl:gen:m3,space,disamb
leczniczych,leczniczy,adj:pl:gen:m3:pos,space,disamb
",",",",interp,none,disamb
4,4,num:pl:nom:m3:congr,none,new
),),interp,none,disamb
warunki,warunek,subst:pl:acc:m3,space,disamb
obrotu,obrót,subst:sg:gen:m3,space,disamb
produktami,produkt,subst:pl:inst:m3,space,disamb
leczniczymi,leczniczy,adj:pl:inst:m3:pos,space,disamb
",",",",interp,none,disamb
5,5,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
wymagania,wymaganie,subst:pl:nom:n,space,disamb
dotyczące,dotyczyć,pact:pl:acc:n:imperf:aff,space,disamb
aptek,apteka,subst:pl:gen:f,space,disamb
",",",",interp,none,disamb
hurtowni,hurtownia,subst:pl:gen:f,space,disamb
farmaceutycznych,farmaceutyczny,adj:pl:gen:f:pos,space,disamb
i,i,conj,space,disamb
placówek,placówka,subst:pl:gen:f,space,disamb
obrotu,obrót,subst:sg:gen:m3,space,disamb
pozaaptecznego,pozaaptecznego,adj:sg:gen:m3:pos,none,new
",",",",interp,none,disamb
6,6,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
zadania,zadać,ger:sg:gen:n:perf:aff,space,disamb
Inspekcji,inspekcja,subst:sg:gen:f,space,disamb
Farmaceutycznej,farmaceutyczny,adj:sg:gen:f:pos,space,disamb
i,i,conj,space,disamb
uprawnienia,uprawnić,ger:sg:gen:n:perf:aff,space,disamb
jej,on,ppron3:sg:gen:f:ter:akc:npraep,space,disamb
organów,organ,subst:pl:gen:m3,space,disamb
.,.,interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
.,.,interp,none,disamb
Przepisy,przepis,subst:pl:acc:m3,newline,new
ustawy,ustawa,subst:sg:gen:f,space,disamb
stosuje,stosować,fin:sg:ter:imperf,space,disamb
się,się,qub,space,disamb
również,również,qub,space,disamb
do,do,prep:gen,space,disamb
produktów,produkt,subst:pl:gen:m3,space,disamb
leczniczych,leczniczy,adj:pl:gen:m3:pos,space,disamb
będących,być,pact:pl:gen:m3:imperf:aff,space,disamb
środkami,środek,subst:pl:inst:m3,none,new
odurzającymi,odurzający,adj:pl:inst:m3:pos,space,disamb
",",",",interp,none,disamb
substancjami,substancja,subst:pl:inst:f,space,disamb
psychotropowymi,psychotropowy,adj:pl:inst:f:pos,space,disamb
i,i,conj,space,disamb
prekursorami,prekursor,subst:pl:inst:m3,space,disamb
w,w,prep:loc:nwok,space,disamb
rozumieniu,rozumieć,ger:sg:loc:n:imperf:aff,none,new
przepisów,przepis,subst:pl:gen:m3,space,disamb
o,o,prep:loc,space,disamb
przeciwdziałaniu,przeciwdziałać,ger:sg:loc:n:imperf:aff,space,disamb
narkomanii,narkomania,subst:sg:gen:f,space,disamb
",",",",interp,none,disamb
w,w,prep:loc:nwok,space,disamb
zakresie,zakres,subst:sg:loc:m3,space,disamb
nie,nie,qub,space,disamb
uregulowanym,uregulować,ppas:sg:inst:m3:perf:aff,none,new
tymi,ten,adj:pl:inst:m3:pos,space,disamb
przepisami,przepis,subst:pl:inst:m3,space,disamb
.,.,interp,none,disamb
Art,artykuł,brev:pun,none,new
.,.,interp,none,disamb
2,2,adj:sg:nom:m3:pos,space,disamb
.,.,interp,none,disamb
W,w,prep:loc:nwok,none,new
rozumieniu,rozumienie,subst:sg:loc:n,space,disamb
ustawy,ustawa,subst:sg:gen:f,space,disamb
:,:,interp,none,disamb
1,1,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
aktywnością,aktywność,subst:sg:inst:f,space,disamb
biologiczną,biologiczny,adj:sg:inst:f:pos,space,disamb
produktu,produkt,subst:sg:gen:m3,space,disamb
leczniczego,leczniczy,adj:sg:gen:m3:pos,space,disamb
-,-,interp,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
siła,siła,subst:sg:nom:f,space,disamb
działania,działanie,subst:sg:gen:n,space,disamb
jego,on,ppron3:sg:gen:m1:ter:akc:npraep,space,disamb
substancji,substancja,subst:sg:gen:f,none,new
czynnej,czynny,adj:sg:gen:f:pos,space,disamb
lub,lub,conj,space,disamb
substancji,substancja,subst:pl:gen:f,space,disamb
czynnych,czynny,adj:pl:gen:f:pos,space,disamb
",",",",interp,none,disamb
wyrażona,wyrazić,ppas:sg:nom:f:perf:aff,space,disamb
w,w,prep:loc:nwok,space,disamb
jednostkach,jednostka,subst:pl:loc:f,space,disamb
między,między,prep:inst,space,disamb
narodowych,narodowy,adj:pl:gen:n:pos,none,new
lub,lub,conj,space,disamb
biologicznych,biologiczny,adj:pl:gen:m3:pos,space,disamb
",",",",interp,none,disamb
2,2,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
audytem,audyt,subst:sg:inst:m3,space,disamb
-,-,interp,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
ocena,ocena,subst:sg:nom:f,space,disamb
zgodności,zgodność,subst:sg:gen:f,space,disamb
warunków,warunek,subst:pl:gen:m3,space,disamb
wytwarzania,wytwarzanie,subst:sg:gen:n,space,disamb
z,z,prep:inst:nwok,space,disamb
zasadami,zasada,subst:pl:inst:f,space,disamb
Dobrej,dobry,adj:sg:gen:f:pos,space,disamb
Praktyki,praktyka,subst:pl:nom:f,none,new
Wytwarzania,wytwarzanie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
przeprowadzana,przeprowadzać,ppas:sg:nom:f:imperf:aff,space,disamb
przez,przez,prep:acc:nwok,space,disamb
inspektorów,inspektor,subst:pl:acc:m1,space,disamb
do,do,prep:gen,space,disamb
spraw,sprawa,subst:pl:gen:f,space,disamb
wytwarzania,wytwarzanie,subst:sg:gen:n,space,disamb
.,.,interp,none,disamb
3,3,adj:sg:nom:n:pos,none,new
),),interp,none,disamb
ciężkim,ciężki,adj:sg:inst:n:pos,space,disamb
niepożądanym,niepożądany,adj:sg:inst:n:pos,space,disamb
działaniem,działanie,subst:sg:inst:n,space,disamb
produktu,produkt,subst:sg:gen:m3,space,disamb
leczniczego,leczniczy,adj:sg:gen:m3:pos,space,disamb
-,-,interp,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
takie,taki,adj:sg:nom:n:pos,space,disamb
niepożądane,niepożądany,adj:sg:nom:n:pos,none,new
działanie,działanie,subst:sg:nom:n,space,disamb
",",",",interp,none,disamb
które,który,adj:sg:nom:n:pos,space,disamb
bez,bez,prep:gen:nwok,space,disamb
względu,wzgląd,subst:sg:gen:m3,space,disamb
na,na,prep:acc,space,disamb
zastosowaną,zastosowany,adj:sg:acc:f:pos,space,disamb
dawkę,dawka,subst:sg:acc:f,space,disamb
produktu,produkt,subst:sg:gen:m3,space,disamb
leczniczego,leczniczy,adj:sg:gen:m3:pos,none,new
powoduje,powodować,fin:sg:ter:imperf,space,disamb
:,:,interp,none,disamb
zgon,zgon,subst:sg:nom:m3,space,disamb
pacjenta,pacjent,subst:sg:gen:m1,space,disamb
",",",",interp,none,disamb
zagrożenie,zagrożenie,subst:sg:nom:n,space,disamb
życia,życie,subst:sg:gen:n,space,disamb
",",",",interp,none,disamb
konieczność,konieczność,subst:sg:nom:f,space,disamb
hospitalizacji,hospitalizacja,subst:sg:gen:f,none,new
lub,lub,conj,space,disamb
jej,on,ppron3:sg:gen:f:ter:akc:npraep,space,disamb
przedłużenie,przedłużenie,subst:sg:nom:n,space,disamb
",",",",interp,none,disamb
trwały,trwały,adj:sg:nom:m3:pos,space,disamb
lub,lub,conj,space,disamb
znaczny,znaczny,adj:sg:nom:m3:pos,space,disamb
uszczerbek,uszczerbek,subst:sg:nom:m3,space,disamb
na,na,prep:loc,space,disamb
zdrowiu,zdrowie,subst:sg:loc:n,space,disamb
lub,lub,conj,none,new
wadę,wada,subst:sg:acc:f,space,disamb
wrodzoną,wrodzony,adj:sg:acc:f:pos,space,disamb
;,;,interp,none,disamb
działaniem,działanie,subst:sg:inst:n,space,disamb
niepożądanym,niepożądany,adj:sg:inst:n:pos,space,disamb
produktu,produkt,subst:sg:gen:m3,space,disamb
leczniczego,leczniczy,adj:sg:gen:m3:pos,space,disamb
-,-,interp,space,disamb
jest,być,fin:sg:ter:imperf,space,disamb
każde,każdy,adj:sg:nom:n:pos,space,disamb
niekorzystne,niekorzystny,adj:sg:nom:n:pos,none,new
i,i,conj,space,disamb
niezamierzone,niezamierzony,adj:sg:nom:n:pos,space,disamb
działanie,działanie,subst:sg:nom:n,space,disamb
produktu,produkt,subst:sg:gen:m3,space,disamb
leczniczego,leczniczy,adj:sg:gen:m3:pos,space,disamb
występujące,występować,pact:sg:nom:n:imperf:aff,space,disamb
podczas,podczas,prep:gen,none,new
stosowania,stosować,ger:sg:gen:n:imperf:aff,space,disamb
dawek,dawka,subst:pl:gen:f,space,disamb
zalecanych,zalecać,ppas:pl:gen:f:imperf:aff,space,disamb
u,u,prep:gen,space,disamb
